rec_art,onrp,bfsnr,plz_typ,postleitzahl,plz_zz,plz6,gplz,ortbez18,ortbez27,kanton,sprachcode,sprachcode_abw,briefz_durch,gilt_ab_dat,plz_briefzust,plz_coff
1,3146,4195,20,5704,0,570400,5704,Egliswil,Egliswil,AG,1,,8200,07.12.95,570360,J
1,3149,4208,10,5707,0,570700,5707,Seengen,Seengen,AG,1,,8200,05.08.96,570360,J
1,3154,4134,10,5724,0,572400,5724,Dürrenäsch,Dürrenäsch,AG,1,,8201,07.12.95,572660,J
1,3161,4137,20,5733,0,573300,5733,Leimbach AG,Leimbach AG,AG,1,,7687,07.12.95,573460,J
1,3174,2585,20,5746,0,574600,5746,Walterswil SO,Walterswil SO,SO,1,,2960,10.12.99,504000,J
1,3182,1061,20,6000,0,600000,6000,Luzern,Luzern,LU,1,,3202,01.01.88,600060,N
1,3185,1061,80,6000,4,600004,6000,Luzern 4,Luzern 4,LU,1,,3202,16.03.98,600060,
1,3187,1061,30,6000,6,600006,6000,Luzern 6,Luzern 6,LU,1,,3187,21.05.86,600006,
1,3188,1061,30,6000,7,600007,6000,Luzern 7,Luzern 7,LU,1,,3188,21.05.86,600007,
1,3196,1061,30,6000,15,600015,6000,Luzern 15,Luzern 15,LU,1,,3196,21.05.86,600015,
1,3202,1061,80,6000,60,600060,6000,Luzern Zust,Luzern Zustellung,LU,1,,3202,18.03.98,600060,
1,3215,1061,30,6002,2,600202,6000,Luzern,Luzern,LU,1,,3215,01.10.87,600202,
1,3228,1098,20,6019,0,601900,6019,Sigigen,Sigigen,LU,1,,8300,05.05.99,601760,J
1,3230,1024,20,6020,0,602000,6020,Emmenbrücke,Emmenbrücke,LU,1,,7204,01.01.88,602060,J
1,3233,1024,80,6020,3,602003,6020,Emmenbrücke 3,Emmenbrücke 3,LU,1,,7204,27.02.95,602060,
1,3236,1040,10,6023,0,602300,6023,Rothenburg,Rothenburg,LU,1,,8202,21.05.86,602360,J
1,3241,1039,20,6027,0,602700,6027,Römerswil LU,Römerswil LU,LU,1,,7690,21.05.86,628060,J
1,3243,1054,20,6030,0,603000,6030,Ebikon,Ebikon,LU,1,,7202,21.05.86,603060,J
1,3246,1033,20,6034,0,603400,6034,Inwil,Inwil,LU,1,,8203,21.05.86,603760,J
1,3247,1052,20,6035,0,603500,6035,Perlen,Perlen,LU,1,,8203,21.05.86,603760,J
1,3248,1053,10,6036,0,603600,6036,Dierikon,Dierikon,LU,1,,8203,21.05.86,603760,J
1,3249,1065,10,6037,0,603700,6037,Root,Root,LU,1,,8203,05.08.96,603760,J
1,3253,4231,20,6042,0,604200,6042,Dietwil,Dietwil,AG,1,,8203,21.05.86,603760,J
1,3254,1051,10,6043,0,604300,6043,Adligenswil,Adligenswil,LU,1,,8204,21.05.86,604360,J
1,3257,1058,20,6047,0,604700,6047,Kastanienbaum,Kastanienbaum,LU,1,,7209,21.05.86,601060,J
1,3259,1507,10,6052,0,605200,6052,Hergiswil NW,Hergiswil NW,NW,1,,7209,05.08.96,601060,J
1,3261,1401,10,6055,0,605500,6055,Alpnach Dorf,Alpnach Dorf,OW,1,,8206,21.05.86,605560,J
1,3263,1407,20,6060,0,606000,6060,Sarnen,Sarnen,OW,1,,7694,14.03.95,606060,J
1,3266,1404,20,6068,0,606800,6068,Melchsee-Frutt,Melchsee-Frutt,OW,1,,7694,29.05.88,606060,J
1,3268,1407,10,6063,0,606300,6063,Stalden (Sarnen),Stalden (Sarnen),OW,1,,7694,21.05.86,606060,J
1,3269,1404,10,6064,0,606400,6064,Kerns,Kerns,OW,1,,7694,15.04.98,606060,J
1,3271,1404,20,6067,0,606700,6067,Melchtal,Melchtal,OW,1,,7694,21.05.86,606060,J
1,3278,1405,20,6078,2,607802,6078,Bürglen OW,Bürglen OW,OW,1,,3274,05.12.94,607400,J
1,3281,783,10,6083,0,608300,6083,Hasliberg Hohfluh,Hasliberg Hohfluh,BE,1,,3281,04.09.96,608300,J
1,3282,783,20,6084,0,608400,6084,Hasliberg Wasserw,Hasliberg Wasserwendi,BE,1,,3281,01.04.00,608300,J
1,3286,1062,10,6102,0,610200,6102,Malters,Malters,LU,1,,7211,09.12.99,610260,J
1,3290,1009,20,6106,0,610600,6106,Werthenstein,Werthenstein,LU,1,,7691,17.12.90,611060,J
1,3298,1136,20,6123,0,612300,6123,Geiss,Geiss,LU,1,,7691,21.08.98,611060,J
1,3300,1136,20,6125,0,612500,6125,Menzberg,Menzberg,LU,1,,7691,17.02.94,611060,J
1,3301,1151,20,6126,0,612600,6126,Daiwil,Daiwil,LU,1,,7218,01.04.00,613060,J
1,3302,1151,10,6130,0,613000,6130,Willisau,Willisau,LU,1,,7218,07.12.95,613060,J
1,3306,1132,10,6133,0,613300,6133,Hergiswil LU,Hergiswil b. Willisau,LU,1,,7218,07.12.95,613060,J
1,3309,1143,20,6143,0,614300,6143,Ohmstal,Ohmstal,LU,1,,3369,07.12.95,624400,J
1,3311,1129,20,6145,0,614500,6145,Fischbach LU,Fischbach LU,LU,1,,3310,22.09.00,614400,J
1,3313,1122,20,6147,0,614700,6147,Altbüron,Altbüron,LU,1,,3310,12.09.96,614400,J
1,3314,1150,20,6152,0,615200,6152,Hüswil,Hüswil,LU,1,,3310,07.12.95,614400,J
1,3321,1002,20,6163,0,616300,6163,Ebnet,Ebnet,LU,1,,8301,16.09.98,616260,J
1,3324,1005,10,6166,0,616600,6166,Hasle LU,Hasle LU,LU,1,,8301,21.05.86,616260,J
1,3343,1102,20,6204,0,620400,6204,Sempach,Sempach,LU,1,,3342,13.12.96,620300,J
1,3345,1093,10,6206,0,620600,6206,Neuenkirch,Neuenkirch,LU,1,,3342,21.05.86,620300,J
1,3350,1089,10,6212,0,621200,6212,St. Erhard,St. Erhard,LU,1,,7217,07.12.95,621060,J
1,3351,1089,20,6213,0,621300,6213,Knutwil,Knutwil,LU,1,,7217,16.09.98,621060,J
1,3353,1081,10,6215,0,621500,6215,Beromünster,Beromünster,LU,1,,3353,07.12.95,621500,J
1,3354,1081,20,6215,2,621502,6215,Schwarzenbach LU,Schwarzenbach LU,LU,1,,3353,07.12.95,621500,J
1,3355,1091,20,6216,0,621600,6216,Mauensee,Mauensee,LU,1,,7217,21.05.99,621060,J
1,3359,1081,10,6222,0,622200,6222,Gunzwil,Gunzwil,LU,1,,3353,07.12.95,621500,J
1,3362,1082,10,6233,0,623300,6233,Büron,Büron,LU,1,,3363,07.12.95,623400,J
1,3364,1104,20,6234,1,623401,6234,Kulmerau,Kulmerau,LU,1,,3363,17.11.97,623400,J
1,3365,1104,20,6236,0,623600,6236,Wilihof,Wilihof,LU,1,,3363,07.12.95,623400,J
1,3367,1146,10,6242,0,624200,6242,Wauwil,Wauwil,LU,1,,3369,07.12.95,624400,J
1,3368,1127,20,6243,0,624300,6243,Egolzwil,Egolzwil,LU,1,,3369,07.12.95,624400,J
1,3369,1137,10,6244,0,624400,6244,Nebikon,Nebikon,LU,1,,3369,21.05.86,624400,J
1,3372,1143,10,6247,0,624700,6247,Schötz,Schötz,LU,1,,3369,07.12.95,624400,J
1,3373,1121,20,6248,0,624800,6248,Alberswil,Alberswil,LU,1,,7218,07.12.95,613060,J
1,3382,1140,20,6263,0,626300,6263,Richenthal,Richenthal,LU,1,,7692,21.05.86,626060,J
1,3384,1142,20,6265,0,626500,6265,Roggliswil,Roggliswil,LU,1,,7692,21.05.86,626060,J
1,3389,1032,20,6277,0,627700,6277,Kleinwangen,Kleinwangen,LU,1,,7690,01.06.89,628060,J
1,3394,1030,20,6284,0,628400,6284,Gelfingen,Gelfingen,LU,1,,3396,01.06.89,628500,J
1,3398,1030,20,6289,0,628900,6289,Müswangen,Müswangen,LU,1,,3396,01.06.89,628500,J
1,3403,1030,20,6295,0,629500,6295,Mosen,Mosen,LU,1,,3396,01.02.88,628500,J
1,3404,1711,20,6300,0,630000,6300,Zug,Zug,ZG,1,,8449,04.03.96,634660,J
1,3410,1711,30,6301,0,630100,6300,Zug,Zug,ZG,1,,3410,18.03.98,630100,
1,3415,1701,10,6319,0,631900,6319,Allenwinden,Allenwinden,ZG,1,,7693,04.03.96,631460,J
1,3417,1708,10,6312,0,631200,6312,Steinhausen,Steinhausen,ZG,1,,8449,04.03.96,634660,J
1,3420,1709,20,6314,1,631401,6314,Neuägeri,Neuägeri,ZG,1,,7693,04.03.96,631460,J
1,3421,1706,10,6315,0,631500,6315,Oberägeri,Oberägeri,ZG,1,,7693,04.03.96,631460,J
1,3425,1710,10,6318,0,631800,6318,Walchwil,Walchwil,ZG,1,,3425,04.03.96,631800,J
1,3427,1703,10,6331,0,633100,6331,Hünenberg,Hünenberg,ZG,1,,8452,10.06.96,633160,J
1,3432,1064,10,6344,0,634400,6344,Meierskappel,Meierskappel,LU,1,,8452,04.03.96,633160,J
1,3445,1505,10,6373,0,637300,6373,Ennetbürgen,Ennetbürgen,NW,1,,8207,06.08.96,637460,J
1,3446,1502,10,6374,0,637400,6374,Buochs,Buochs,NW,1,,8207,06.08.96,637460,J
1,3447,1501,10,6375,0,637500,6375,Beckenried,Beckenried,NW,1,,8207,05.08.96,637460,J
1,3451,1503,10,6383,0,638300,6383,Dallenwil,Dallenwil,NW,1,,8207,22.02.95,637460,J
1,3452,1508,20,6383,2,638302,6383,Niederrickenbach,Niederrickenbach,NW,1,,8207,06.08.96,637460,J
1,3459,1331,10,6403,0,640300,6403,Küssnacht am Rigi,Küssnacht am Rigi,SZ,1,,7695,21.05.86,640360,J
1,3460,1056,10,6404,0,640400,6404,Greppen,Greppen,LU,1,,3435,21.05.86,635300,J
1,3466,1362,20,6410,4,641004,6410,Rigi Kulm,Rigi Kulm,SZ,1,,7206,24.03.99,641060,J
1,3468,1362,20,6414,0,641400,6414,Oberarth,Oberarth,SZ,1,,7206,11.12.95,641060,J
1,3470,1374,20,6416,0,641600,6416,Steinerberg,Steinerberg,SZ,1,,8011,01.06.01,642260,J
1,3475,1365,10,6424,0,642400,6424,Lauerz,Lauerz,SZ,1,,7206,04.03.96,641060,J
1,3476,1372,20,6430,0,643000,6430,Schwyz,Schwyz,SZ,1,,7214,04.03.96,643060,J
1,3482,1363,20,6434,0,643400,6434,Illgau,Illgau,SZ,1,,7214,04.03.96,643060,J
1,3486,1372,20,6438,0,643800,6438,Ibach,Ibach,SZ,1,,7214,04.03.96,643060,J
1,3488,1215,20,6441,2,644102,6441,Rütli,Rütli,UR,1,,7200,04.03.96,644060,J
1,3489,1311,10,6442,0,644200,6442,Gersau,Gersau,SZ,1,,7200,21.05.86,644060,J
1,3492,1369,20,6452,2,645202,6452,Riemenstalden,Riemenstalden,SZ,1,,3507,04.03.96,646700,J
1,3493,1207,10,6454,0,645400,6454,Flüelen,Flüelen,UR,1,,3507,04.03.96,646700,J
1,3496,1211,10,6461,0,646100,6461,Isenthal,Isenthal,UR,1,,3507,04.03.96,646700,J
1,3507,1213,10,6467,0,646700,6467,Schattdorf,Schattdorf,UR,1,,3507,04.03.96,646700,J
1,3509,1203,10,6468,0,646800,6468,Attinghausen,Attinghausen,UR,1,,3507,04.03.96,646700,J
1,3515,1209,20,6476,0,647600,6476,Intschi,Intschi,UR,1,,3507,04.03.96,646700,J
1,3519,1220,10,6484,0,648400,6484,Wassen UR,Wassen UR,UR,1,,3521,04.03.96,648700,J
1,3521,1208,10,6487,0,648700,6487,Göschenen,Göschenen,UR,1,,3521,05.08.96,648700,J
1,3534,5002,20,6500,0,650000,6500,Bellinzona,Bellinzona,TI,3,,10959,02.08.96,651760,J
1,3548,5002,80,6500,75,650075,6500,Bellinzona Caserma,Bellinzona Caserma,TI,3,,10959,01.02.03,651760,
1,3559,5002,10,6525,0,652500,6525,Gnosca,Gnosca,TI,3,,10959,06.12.95,651760,J
1,3560,5287,20,6526,0,652600,6526,Prosito,Prosito,TI,3,,8024,06.12.95,671060,J
1,3561,5287,10,6527,0,652700,6527,Lodrino,Lodrino,TI,3,,8024,06.12.95,671060,J
1,3565,3835,10,6534,0,653400,6534,S. Vittore,S. Vittore,GR,3,,3567,06.12.95,653700,J
1,3566,3834,10,6535,0,653500,6535,Roveredo GR,Roveredo GR,GR,3,,3567,06.12.95,653700,J
1,3570,5002,20,6524,0,652400,6524,Moleno,Moleno,TI,3,,10959,18.01.99,651760,J
1,3572,5002,20,6583,0,658300,6583,S. Antonio,S. Antonio (Val Morobbia),TI,3,,10959,06.12.95,651760,J
1,3574,3834,20,6549,0,654900,6549,Laura,Laura,GR,3,,3567,17.06.97,653700,N
1,3578,3804,20,6542,0,654200,6542,Buseno,Buseno,GR,3,,3567,06.12.95,653700,N
1,3585,3808,20,6548,0,654800,6548,Rossa,Rossa,GR,3,,3567,18.08.98,653700,J
1,3597,5398,20,6575,1,657501,6575,Vairano,Vairano,TI,3,,9008,06.12.95,659501,J
1,3603,5398,20,6571,0,657100,6571,Indemini,Indemini,TI,3,,9008,06.12.95,659501,J
1,3606,5003,10,6593,0,659300,6593,Cadenazzo,Cadenazzo,TI,3,,9011,06.12.95,659301,J
1,3619,5113,30,6601,0,660100,6600,Locarno,Locarno,TI,3,,3619,06.12.95,660100,
1,3621,5113,80,6600,60,660060,6600,Locarno Dist,Locarno Distribuzione,TI,3,,3621,08.04.99,660060,
1,3630,5117,20,6647,0,664700,6647,Mergoscia,Mergoscia,TI,3,,3621,06.12.95,660060,J
1,3631,5136,20,6661,2,666102,6661,Auressio,Auressio,TI,3,,3632,18.12.95,666100,N
1,3632,5136,10,6661,0,666100,6661,Loco,Loco,TI,3,,3632,18.12.95,666100,N
1,3633,5136,20,6661,3,666103,6661,Berzona,Berzona,TI,3,,3632,18.12.95,666100,N
1,3636,5136,20,6664,0,666400,6664,Vergeletto,Vergeletto,TI,3,,3632,18.12.95,666100,N
1,3637,5136,20,6611,16,661116,6611,Gresso,Gresso,TI,3,,3632,06.12.95,666100,N
1,3638,5136,20,6611,17,661117,6611,Crana,Crana,TI,3,,3632,06.12.95,666100,N
1,3639,5136,20,6663,0,666300,6663,Comologno,Comologno,TI,3,,3632,18.12.95,666100,N
1,3646,5399,20,6636,0,663600,6636,Frasco,Frasco,TI,3,,9008,06.12.95,659501,J
1,3647,5399,20,6637,0,663700,6637,Sonogno,Sonogno,TI,3,,9008,06.12.95,659501,J
1,3650,5097,10,6614,0,661400,6614,Brissago,Brissago,TI,3,,3621,06.12.95,660060,J
1,3651,5097,20,6614,2,661402,6614,Isole di Brissago,Isole di Brissago,TI,3,,3621,06.12.95,660060,N
1,3654,5121,10,6644,0,664400,6644,Orselina,Orselina,TI,3,,3621,06.12.95,660060,J
1,3659,5397,20,6655,3,665503,6655,Rasa,Rasa,TI,3,,3670,18.12.95,667000,J
1,3660,5397,20,6657,0,665700,6657,Palagnedra,Palagnedra,TI,3,,3670,06.12.95,667000,J
1,3667,5396,10,6654,0,665400,6654,Cavigliano,Cavigliano,TI,3,,3670,06.12.95,667000,J
1,3674,5317,10,6678,2,667802,6678,Lodano,Lodano,TI,3,,3670,06.08.96,667000,J
1,3678,5309,20,6683,0,668300,6683,Cerentino,Cerentino,TI,3,,10711,06.12.95,667560,N
1,3679,5304,20,6685,0,668500,6685,Bosco/Gurin,Bosco/Gurin,TI,3,,10711,06.12.95,667560,N
1,3682,5307,20,6684,1,668401,6684,Cimalmotto,Cimalmotto,TI,3,,10711,26.02.96,667560,N
1,3684,5310,20,6690,1,669001,6690,S. Carlo,S. Carlo (Val Bavona),TI,3,,10711,18.08.98,667560,N
1,3688,5323,20,6694,0,669400,6694,Prato-Sornico,Prato-Sornico,TI,3,,10711,01.07.01,667560,N
1,3694,5317,10,6674,0,667400,6674,Someo,Someo,TI,3,,3670,06.12.95,667000,J
1,3698,5287,10,6703,0,670300,6703,Osogna,Osogna,TI,3,,8024,06.12.95,671060,J
1,3701,5287,10,6707,0,670700,6707,Iragna,Iragna,TI,3,,8024,14.12.98,671060,J
1,3702,5281,10,6710,0,671000,6710,Biasca,Biasca,TI,3,,8024,06.12.95,671060,J
1,3709,5048,20,6722,0,672200,6722,Corzoneso,Corzoneso,TI,3,,3724,16.03.98,671701,J
1,3710,5048,20,6716,2,671602,6716,Leontica,Leontica,TI,3,,3724,18.12.95,671701,J
1,3714,5048,20,6716,3,671603,6716,Lottigna,Lottigna,TI,3,,3724,18.12.95,671701,J
1,3720,5050,20,6714,0,671400,6714,Semione,Semione,TI,3,,8024,13.12.96,671060,J
1,3721,5048,10,6715,0,671500,6715,Dongio,Dongio,TI,3,,3724,06.12.95,671701,J
1,3728,5064,10,6743,0,674300,6743,Bodio TI,Bodio TI,TI,3,,8024,06.12.95,671060,J
1,3732,5072,20,6746,2,674602,6746,Nivo,Nivo,TI,3,,3740,06.12.95,677200,J
1,3734,5072,10,6760,0,676000,6760,Faido,Faido,TI,3,,3740,06.12.95,677200,J
1,3736,5072,20,6760,2,676002,6760,Calpiogna,Calpiogna,TI,3,,3740,13.08.01,677200,J
1,3740,5078,20,6772,0,677200,6772,Rodi-Fiesso,Rodi-Fiesso,TI,3,,3740,06.12.95,677200,J
1,3741,5079,20,6775,0,677500,6775,Ambrì,Ambrì,TI,3,,3740,06.12.95,677200,J
1,3749,5063,20,6781,1,678101,6781,Villa Bedretto,Villa Bedretto,TI,3,,3740,06.12.95,677200,N
1,3755,5076,20,6744,0,674400,6744,Personico,Personico,TI,3,,8024,03.06.96,671060,J
1,3756,5072,20,6748,0,674800,6748,Anzonico,Anzonico,TI,3,,3740,06.12.95,677200,J
1,3767,5238,20,6804,0,680400,6804,Bironico,Bironico,TI,3,,3805,01.09.88,680500,J
1,3768,5238,20,6803,0,680300,6803,Camignolo,Camignolo,TI,3,,3805,06.03.96,680500,J
1,3769,5227,10,6807,0,680700,6807,Taverne,Taverne,TI,3,,3805,21.05.86,680500,J
1,3773,5162,30,6814,0,681400,6814,Lamone-Cadempino,Lamone-Cadempino,TI,3,,3773,01.06.89,681400,
1,3777,5240,10,6818,0,681800,6818,Melano,Melano,TI,3,,10960,06.08.96,685260,J
1,3781,5263,10,6826,0,682600,6826,Riva San Vitale,Riva San Vitale,TI,3,,10960,21.05.86,685260,J
1,3784,5250,30,6830,1,683001,6830,Chiasso 1,Chiasso 1,TI,3,,3784,09.09.93,683001,
1,3786,5250,30,6830,3,683003,6830,Chiasso 3,Chiasso 3,TI,3,,3786,11.09.98,683003,
1,3790,5269,20,6839,0,683900,6839,Sagno,Sagno,TI,3,,10960,18.12.95,685260,J
1,3792,5269,20,6837,2,683702,6837,Bruzella,Bruzella,TI,3,,10960,18.12.95,685260,J
1,3794,5269,10,6838,0,683800,6838,Muggio,Muggio,TI,3,,10960,18.12.95,685260,J
1,3796,5250,10,6832,0,683200,6832,Pedrinate,Pedrinate,TI,3,,10960,21.05.86,685260,J
1,3799,5257,10,6834,0,683400,6834,Morbio Inferiore,Morbio Inferiore,TI,3,,10960,21.05.86,685260,J
1,3800,5257,30,6836,0,683600,6836,Serfontana,Serfontana,TI,3,,3800,01.01.89,683600,
1,3803,5238,20,6809,0,680900,6809,Medeglia,Medeglia,TI,3,,3805,13.08.01,680500,J
1,3805,5199,10,6805,0,680500,6805,Mezzovico,Mezzovico,TI,3,,3805,29.05.88,680500,J
1,3806,5238,20,6806,0,680600,6806,Sigirino,Sigirino,TI,3,,3805,21.12.92,680500,J
1,3807,5240,10,6821,0,682100,6821,Rovio,Rovio,TI,3,,10960,29.05.88,685260,J
1,3809,5254,20,6850,0,685000,6850,Mendrisio,Mendrisio,TI,3,,10960,01.10.87,685260,J
1,3816,5254,20,6852,0,685200,6852,Genestrerio,Genestrerio,TI,3,,10960,21.05.86,685260,J
1,3820,5254,20,6862,0,686200,6862,Rancate,Rancate,TI,3,,10960,21.05.86,685260,J
1,3823,5254,20,6865,0,686500,6865,Tremona,Tremona,TI,3,,10960,06.08.96,685260,J
1,3825,5160,20,6867,0,686700,6867,Serpiano,Serpiano,TI,3,,10960,01.03.01,685260,N
1,3826,5254,10,6872,0,687200,6872,Salorino,Salorino,TI,3,,10960,06.08.96,685260,J
1,3855,5192,30,6906,0,690600,6900,Lugano 6 Caselle,Lugano 6 Cassarate Caselle,TI,3,,3855,10.06.96,690600,
1,3857,5192,20,6913,0,691300,6913,Carabbia,Carabbia,TI,3,,10962,29.05.88,691660,J
1,3858,5192,20,6915,0,691500,6915,Pambio-Noranco,Pambio-Noranco,TI,3,,10962,29.05.88,691660,J
1,3860,5192,20,6917,0,691700,6917,Barbengo,Barbengo,TI,3,,10962,01.12.88,691660,J
1,3861,5236,20,6919,0,691900,6919,Carabietta,Carabietta,TI,3,,10962,29.05.88,691660,J
1,3875,5160,10,6827,0,682700,6827,Brusino Arsizio,Brusino Arsizio,TI,3,,10960,18.12.95,685260,J
1,3886,5151,10,6934,0,693400,6934,Bioggio,Bioggio,TI,3,,3957,21.05.86,698200,J
1,3887,5151,20,6935,0,693500,6935,Bosco Luganese,Bosco Luganese,TI,3,,3957,06.08.96,698200,J
1,3888,5161,20,6936,0,693600,6936,Cademario,Cademario,TI,3,,3957,06.08.96,698200,J
1,3890,5221,10,6942,0,694200,6942,Savosa,Savosa,TI,3,,3890,06.03.96,694200,J
1,3892,5214,10,6948,0,694800,6948,Porza,Porza,TI,3,,3890,21.05.86,694200,J
1,3896,5180,20,6944,0,694400,6944,Cureglia,Cureglia,TI,3,,3890,29.05.88,694200,J
1,3898,5212,10,6946,0,694600,6946,Ponte Capriasca,Ponte Capriasca,TI,3,,3902,29.05.88,695300,J
1,3909,5226,20,6958,2,695802,6958,Corticiasca,Corticiasca,TI,3,,3902,18.12.95,695300,J
1,3918,5192,10,6959,0,695900,6959,Maglio di Colla,Maglio di Colla,TI,3,,3902,18.12.95,695300,N
1,3919,5192,20,6959,2,695902,6959,Certara,Certara,TI,3,,3902,18.12.95,695300,N
1,3921,5192,20,6959,5,695905,6959,Piandera Paese,Piandera Paese,TI,3,,3902,29.01.96,695300,N
1,3927,5192,20,6964,0,696400,6964,Davesco-Soragno,Davesco-Soragno,TI,3,,8027,01.06.88,696360,J
1,3929,5192,20,6966,0,696600,6966,Villa Luganese,Villa Luganese,TI,3,,8027,13.08.01,696360,J
1,3930,5192,20,6967,0,696700,6967,Dino,Dino,TI,3,,8027,27.10.98,696360,J
1,3931,5192,10,6968,0,696800,6968,Sonvico,Sonvico,TI,3,,8027,21.05.86,696360,J
1,3941,5143,20,6994,0,699400,6994,Aranno,Aranno,TI,3,,3957,06.08.96,698200,J
1,3942,5151,20,6992,1,699201,6992,Cimo,Cimo,TI,3,,3957,29.05.88,698200,J
1,3951,5239,20,6989,0,698900,6989,Purasca,Purasca,TI,3,,9009,13.08.01,698701,J
1,3963,5239,20,6988,0,698800,6988,Ponte Tresa,Ponte Tresa,TI,3,,9009,21.05.86,698701,J
1,3989,3901,30,7004,0,700400,7000,Chur,Chur,GR,1,,3989,31.01.91,700400,
1,3991,3901,30,7006,0,700600,7000,Chur,Chur,GR,1,,3991,21.05.86,700600,
1,3992,3901,30,7007,0,700700,7000,Chur,Chur,GR,1,,3992,21.05.86,700700,
1,3993,3731,10,7012,0,701200,7012,Felsberg,Felsberg,GR,1,,3973,21.05.86,700060,J
1,3994,3722,10,7013,0,701300,7013,Domat/Ems,Domat/Ems,GR,1,,7719,21.05.86,701360,J
1,4003,3575,10,7032,0,703200,7031,Laax GR 2,Laax GR 2,GR,1,,4001,18.09.91,703100,J
1,4012,3506,20,7077,0,707700,7077,Valbella,Valbella,GR,1,,8318,06.03.98,707860,J
1,4015,3513,10,7083,0,708300,7083,Lantsch/Lenz,Lantsch/Lenz,GR,1,,8318,21.05.86,707860,J
1,4020,3734,20,7016,0,701600,7016,Trin Mulin,Trin Mulin,GR,1,,4001,29.05.88,703100,J
1,4021,3732,20,7019,0,701900,7019,Fidaz,Fidaz,GR,1,,4001,31.01.91,703100,J
1,4028,3921,10,7057,0,705700,7057,Langwies,Langwies,GR,1,,8333,13.12.96,705060,J
1,4032,3672,20,7104,0,710400,7104,Versam,Versam,GR,1,,8395,29.05.89,713060,J
1,4036,3672,20,7107,0,710700,7107,Safien Platz,Safien Platz,GR,1,,8395,28.05.88,713060,J
1,4045,3619,20,7126,0,712600,7126,Castrisch,Castrisch,GR,1,,8395,18.09.91,713060,J
1,4052,3582,20,7151,0,715100,7151,Schluein,Schluein,GR,1,,8395,18.09.91,713060,J
1,4054,3581,10,7152,0,715200,7152,Sagogn,Sagogn,GR,1,,8395,18.09.91,713060,J
1,4060,3618,20,7114,0,711400,7114,Uors (Lumnezia),Uors (Lumnezia),GR,1,,8395,18.09.91,713060,J
1,4061,3618,20,7115,0,711500,7115,Surcasti,Surcasti,GR,1,,8395,18.09.91,713060,J
1,4064,3618,20,7142,0,714200,7142,Cumbel,Cumbel,GR,1,,8395,07.09.01,713060,J
1,4073,3988,20,7137,0,713700,7137,Flond,Flond,GR,1,,8395,10.06.93,713060,J
1,4083,3603,10,7132,0,713200,7132,Vals,Vals,GR,1,,8395,18.09.91,713060,J
1,4091,3981,10,7158,0,715800,7158,Waltensburg/Vuorz,Waltensburg/Vuorz,GR,1,,8395,18.09.91,713060,J
1,4094,3981,20,7163,0,716300,7163,Danis,Danis,GR,1,,4097,18.09.91,716600,J
1,4096,3981,10,7165,0,716500,7165,Breil/Brigels,Breil/Brigels,GR,1,,4097,18.09.91,716600,J
1,4099,3987,20,7167,0,716700,7167,Zignau,Zignau,GR,1,,4097,18.09.91,716600,J
1,4101,3985,10,7175,0,717500,7175,Sumvitg,Sumvitg,GR,1,,4097,18.09.91,716600,J
1,4109,3983,20,7185,0,718500,7185,Platta,Platta,GR,1,,4104,31.05.00,718000,J
1,4113,3986,20,7189,0,718900,7189,Rueras,Rueras,GR,1,,4104,18.09.91,718000,J
1,4120,3985,20,7176,0,717600,7176,Cumpadials,Cumpadials,GR,1,,4097,01.06.01,716600,J
1,4125,3946,20,7204,0,720400,7204,Untervaz,Untervaz,GR,1,,7720,21.05.86,730260,J
1,4126,3947,10,7205,0,720500,7205,Zizers,Zizers,GR,1,,7720,06.08.96,730260,J
1,4138,3962,20,7226,0,722600,7226,Stels,Stels,GR,1,,4135,01.09.89,722000,J
1,4139,3962,20,7222,0,722200,7222,Lunden,Lunden,GR,1,,4135,16.03.95,722000,J
1,4140,3891,20,7223,0,722300,7223,Buchen,Buchen im Prättigau,GR,1,,4135,27.05.97,722000,J
1,4143,3863,20,7231,0,723100,7231,Pragg-Jenaz,Pragg-Jenaz,GR,1,,4148,21.05.86,724000,J
1,4150,3891,20,7242,0,724200,7242,Luzein,Luzein,GR,1,,4148,04.11.93,724000,J
1,4154,3891,10,7246,0,724600,7246,St. Antönien,St. Antönien,GR,1,,4148,29.05.88,724000,J
1,4158,3871,20,7249,0,724900,7249,Serneus,Serneus,GR,1,,4148,03.08.90,724000,J
1,4159,3871,10,7250,0,725000,7250,Klosters,Klosters,GR,1,,4148,03.08.90,724000,J
1,4162,3871,20,7252,0,725200,7252,Klosters Dorf,Klosters Dorf,GR,1,,4148,03.08.90,724000,J
1,4167,3851,10,7270,0,727000,7270,Davos Platz,Davos Platz,GR,1,,7406,03.08.90,727060,J
1,4181,3955,20,7303,0,730300,7303,Mastrils,Mastrils,GR,1,,7720,06.08.96,730260,J
1,4188,3294,20,7317,0,731700,7317,Valens,Valens,SG,1,,7722,02.02.93,731060,J
1,4189,3294,20,7317,3,731703,7317,Vasön,Vasön,SG,1,,7722,01.07.01,731060,J
1,4190,3294,20,7314,0,731400,7314,Vadura,Vadura,SG,1,,7722,01.07.01,731060,J
1,4192,3294,10,7312,0,731200,7312,Pfäfers,Pfäfers,SG,1,,7722,02.02.93,731060,J
1,4194,3296,10,7320,0,732000,7320,Sargans,Sargans,SG,1,,7721,02.02.93,732060,J
